What follows is a data file showing a log of the movements of two ships.
After that are some example questions and answers based on this data.

Data file in CSV format: THIS IS NOT THE REAL DATA, IT IS JUST AN EXAMPLE.
date,time,latitude,longitude,id,entity-type,speed,heading,direction,port-achieved,next-port,previous-port
2025-09-08,13:45,34.184000,128.355417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,13:45,33.596571,129.702917,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,14:00,34.225143,128.425417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,14:00,33.603429,129.717500,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,14:15,34.266286,128.495417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,14:15,33.610286,129.732083,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,14:30,33.617143,129.746667,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,14:30,34.307429,128.565417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,14:45,33.624000,129.761250,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,14:45,34.348571,128.635417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,15:00,34.389714,128.705417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,15:00,33.630857,129.775833,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,15:15,34.430857,128.775417,Bluesky,oil-tanker,30.000000,53,east,FALSE,Port-B,Port-A
2025-09-08,15:15,33.637714,129.790417,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,15:30,34.440000,128.787083,Bluesky,oil-tanker,3.000000,49,east,FALSE,Port-B,Port-A
2025-09-08,15:30,33.644571,129.805000,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,15:45,33.651429,129.819583,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,15:45,34.449143,128.801667,Bluesky,oil-tanker,6.000000,49,east,FALSE,Port-B,Port-A
2025-09-08,16:00,33.658286,129.834167,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,16:00,34.481143,128.836667,Bluesky,oil-tanker,9.000000,31,north,FALSE,none,Port-A
2025-09-08,16:15,33.665143,129.848750,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,16:15,34.515429,128.862917,Bluesky,oil-tanker,18.000000,31,north,FALSE,none,Port-A
2025-09-08,16:30,34.549714,128.889167,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,16:30,33.672000,129.863333,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,16:45,33.678857,129.877917,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,16:45,34.584000,128.915417,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,17:00,34.618286,128.941667,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,17:00,33.685714,129.892500,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,17:15,34.652571,128.967917,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,17:15,33.692571,129.907083,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,17:30,34.686857,128.994167,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,17:30,33.699429,129.921667,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,17:45,33.706286,129.936250,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,17:45,34.698286,129.002917,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,18:00,34.709714,129.011667,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,18:00,33.713143,129.950833,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,18:15,34.721143,129.020417,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,18:15,33.720000,129.965417,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,18:30,34.732571,129.029167,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,18:30,33.749714,130.044167,Oceanic,oil-tanker,30.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,18:45,33.756571,130.058750,Oceanic,oil-tanker,6.000000,65,east,FALSE,Port-C,Port-E
2025-09-08,18:45,34.744000,129.037917,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,19:00,33.761143,130.076250,Oceanic,oil-tanker,3.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,19:00,34.755429,129.046667,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,19:15,33.765714,130.093750,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,19:15,34.766857,129.055417,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,19:30,34.778286,129.064167,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,19:30,33.770286,130.111250,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,19:45,33.774857,130.128750,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,19:45,34.789714,129.072917,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,20:00,34.801143,129.081667,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,20:00,33.779429,130.146250,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,20:15,34.812571,129.090417,Bluesky,oil-tanker,6.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,20:15,33.784000,130.163750,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,20:30,34.846857,129.116667,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,20:30,33.788571,130.181250,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,20:45,33.793143,130.198750,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,20:45,34.881143,129.142917,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,21:00,33.797714,130.216250,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,21:00,34.915429,129.169167,Bluesky,oil-tanker,18.000000,31,north,FALSE,Port-B,Port-A
2025-09-08,21:15,33.802286,130.233750,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,21:15,34.915429,129.169167,Bluesky,oil-tanker,0.000000,31,north,TRUE,Port-B,Port-A
2025-09-08,21:30,34.915429,129.169167,Bluesky,oil-tanker,0.000000,31,north,TRUE,Port-B,Port-A
2025-09-08,21:30,33.806857,130.251250,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,21:45,33.811429,130.268750,Oceanic,oil-tanker,6.000000,69,east,FALSE,Port-C,Port-E
2025-09-08,21:45,34.915429,129.169167,Bluesky,oil-tanker,0.000000,31,north,TRUE,Port-B,Port-A
2025-09-08,22:00,34.915429,129.169167,Bluesky,oil-tanker,0.000000,31,north,TRUE,Port-B,Port-A
2025-09-08,22:00,33.811429,130.268750,Oceanic,oil-tanker,0.000000,69,east,TRUE,Port-C,Port-E
2025-09-08,22:15,34.915429,129.169167,Bluesky,oil-tanker,0.000000,31,north,TRUE,Port-B,Port-A
2025-09-08,22:15,33.811429,130.268750,Oceanic,oil-tanker,0.000000,69,east,TRUE,Port-C,Port-E
2025-09-08,22:30,34.922286,129.183750,Bluesky,oil-tanker,3.000000,83,east,FALSE,none,Port-B
2025-09-08,22:30,33.811429,130.268750,Oceanic,oil-tanker,0.000000,69,east,TRUE,Port-C,Port-E
2025-09-08,22:45,33.811429,130.268750,Oceanic,oil-tanker,0.000000,69,east,TRUE,Port-C,Port-E
2025-09-08,22:45,34.924571,129.201250,Bluesky,oil-tanker,6.000000,83,east,FALSE,none,Port-B
2025-09-08,23:00,34.926857,129.218750,Bluesky,oil-tanker,6.000000,83,east,FALSE,Port-C,Port-B
2025-09-08,23:00,33.811429,130.268750,Oceanic,oil-tanker,0.000000,69,east,TRUE,Port-C,Port-E
2025-09-08,23:15,34.929143,129.236250,Bluesky,oil-tanker,6.000000,83,east,FALSE,Port-C,Port-B
2025-09-08,23:15,33.820571,130.274583,Oceanic,oil-tanker,3.000000,336,north,FALSE,none,Port-C
2025-09-08,23:30,34.931429,129.253750,Bluesky,oil-tanker,6.000000,83,east,FALSE,Port-C,Port-B
2025-09-08,23:30,33.832000,130.268750,Oceanic,oil-tanker,6.000000,336,north,FALSE,none,Port-C
2025-09-08,23:45,33.843429,130.262917,Oceanic,oil-tanker,6.000000,336,north,FALSE,Port-B,Port-C
2025-09-08,23:45,34.933714,129.271250,Bluesky,oil-tanker,6.000000,83,east,FALSE,Port-C,Port-B
2025-09-09,00:00,33.854857,130.257083,Oceanic,oil-tanker,6.000000,336,north,FALSE,Port-B,Port-C
2025-09-09,00:00,34.936000,129.288750,Bluesky,oil-tanker,6.000000,83,east,FALSE,Port-C,Port-B


Question: When did Oceanic last leave a port?
Answer: Oceanic last left a port on Day 5 at 23:15.
Question: How far apart were Bluesky and Oceanic at 22:15?
Answer: At 22:15 Bluesky and Oceanic were 158.92 km apart.
Question: What ports has Bluesky visited in the last 24 hours?
Answer: In the last 24 hour Bluesky has visited Port-A and Port-B.
Question: How close did Bluesky get to Oceanic while Oceanic was at Port-C?
Answer: While Oceanic was at Port-C Bluesky got as close as 157.07 km to Oceanic.
Question: How long did Oceanic take to get from Port-E to Port-C?
Answer: It took Oceanic 12 hours and 30 minutes to get from Port-E to Port-C.
